base_building_group,variant,sample_id,annual_heating_kWh_mean,annual_heating_kWh_std,annual_heating_kWh_min,annual_heating_kWh_max,peak_heating_kW_mean,peak_heating_kW_std,peak_heating_kW_min,peak_heating_kW_max,overheating_hours_any_zone_gt_26C_mean,overheating_hours_any_zone_gt_26C_std,overheating_hours_any_zone_gt_26C_min,overheating_hours_any_zone_gt_26C_max,mean_interzone_spread_C_mean,mean_interzone_spread_C_std,mean_interzone_spread_C_min,mean_interzone_spread_C_max
DESHPDHK0000lce9,V3,54,102319.26268960256,1778.3541873843276,101051.9984017244,104895.98774289303,48.22554333496094,0.4873274135566456,47.78447241210937,48.7887841796875,2257.0,37.31844941401862,2221.0,2304.0,4.705294605259918,0.13323037315007064,4.513225707380812,4.811879672139847
DESHPDHK0000lce9,V3,55,40309.261100149044,1938.495609666779,38392.33818852708,42382.77243778542,33.048905563354495,0.5971096395202286,32.17875469970703,33.534823974609374,2934.75,41.314848016986176,2883.0,2977.0,5.328163414319322,0.03428384245651666,5.277872445008866,5.355042994777549
DESHPDHK0000lce9,V3,56,208426.9733301965,2065.273695217698,206733.15609666935,211077.90467652548,73.18784350585938,0.16681781324436207,72.9568359375,73.3270859375,162.0,14.7648230602334,144.0,179.0,6.309332063080802,0.04023689405548551,6.255752422401128,6.351302172274724
DESHPDHK0000lce9,V3,57,218424.368655349,2007.5776423760267,216252.05404465093,220787.79583686183,76.81672351074218,0.1873381336397405,76.560634765625,76.97589306640624,210.25,23.32916629457641,186.0,234.0,7.158256271252583,0.03398487408931749,7.107709519110131,7.180877096861717
DESHPDHK0000lce9,V3,58,61142.51701158007,1751.5147148700896,59511.10602944903,63615.661173714325,60.95339685058594,0.15582380971738125,60.78234790039063,61.08784228515625,473.0,42.949582846247374,433.0,519.0,8.01554298466192,0.030535887178501576,7.976475973731241,8.04722273179677
DESHPDHK0000lce9,V3,31,76025.11461084387,2160.2061745959163,74052.7953299029,78758.077531692,76.07346655273437,0.18142692453823214,75.80730419921875,76.19446044921875,533.25,25.95348403072955,503.0,563.0,8.884757755254725,0.0186659757616499,8.857964437201941,8.900227499993315
DESHPDHK0000lce9,V3,46,252200.73104374326,2170.574254234438,250158.822942721,254881.6187566004,84.69789318847657,0.16892615817354353,84.4530703125,84.8127236328125,137.5,9.53939201416946,127.0,147.0,7.831100196520527,0.03775619440100719,7.77859613762342,7.864155353415085
DESHPDHK0000lce9,V3,30,105902.24106879512,1456.3486064850113,104275.40228879314,107614.29008784091,50.31455615234375,0.5210500503646379,49.75957080078125,50.80964477539062,2446.75,32.325170790989894,2409.0,2488.0,5.108586977856467,0.08402961963488384,4.985607612678661,5.173479595517422
DESHPDHK0000lce9,V3,29,206055.4482279587,1971.104065562927,204351.9681264677,208661.25040147937,74.80163598632812,0.18393201327028447,74.54880126953125,74.94337255859375,271.5,34.92372641438292,225.0,303.0,6.804730156161665,0.047369836101179084,6.736413693349123,6.845282438043293
DESHPDHK0000lce9,V3,28,56840.585076712756,1923.6653768131287,55125.229169714985,58941.94410253748,39.701999450683594,0.6776541788385567,38.92910620117188,40.56758251953125,2574.25,38.309050279709815,2526.0,2607.0,5.33427832309221,0.025434090334797883,5.298896252244948,5.359344461521812
DESHPDHK0000lce9,V3,1,216956.14273738783,2149.783910409725,215284.64228838423,219840.9208082444,75.17240185546875,0.18068839335080603,74.91462109375,75.3044013671875,162.75,18.892238265135944,148.0,189.0,7.977990874007556,0.03484680413641606,7.927951798375349,8.008436506271583
DESHPDHK0000lce9,V3,2,78248.5804103164,1537.0684947319326,76997.92559210458,80227.58420200198,45.04462963867188,0.4679106635213723,44.66063012695312,45.6642802734375,2606.25,54.67098560174918,2543.0,2668.0,3.93296360694686,0.06191792008761976,3.8492947698061295,3.996956650980287
DESHPDHK0000lce9,V3,3,88978.77621957197,1657.525395307739,87605.90790263817,91252.47549370216,45.999937744140624,0.7045919048919436,45.40374072265625,46.82507421875,2357.25,35.817826101910036,2309.0,2395.0,4.069620050369995,0.14300534366969206,3.855732435669045,4.153994478927386
DESHPDHK0000lce9,V3,4,242564.4224091299,1972.7381837985206,240822.11873380453,245010.9515242306,79.28519714355468,0.17666565345168952,79.03888427734375,79.42100341796875,66.0,8.164965809277259,54.0,72.0,6.941639449441018,0.030821465122633715,6.8958209059225135,6.960852293918675
DESHPDHK0000lce9,V3,5,238264.02637579598,2218.471510715246,236418.83436927325,241065.81886924905,81.95116455078124,0.1875584577785632,81.68074169921876,82.0821826171875,131.5,27.477263328068172,98.0,161.0,8.047959046308863,0.03351597654859933,8.000371254819838,8.074319157395216
DESHPDHK0000lce9,V3,6,227691.7544073138,2272.9806669239524,225265.09276283637,230598.38777426112,81.97018127441406,0.1751980645866402,81.71493212890626,82.098123046875,264.5,23.014488190413157,233.0,288.0,7.787729017512196,0.036787859846016624,7.734471342332589,7.817872971272502
DESHPDHK0000lce9,V3,7,37643.15524811914,1717.8123572184493,35968.755775512866,39838.58655380786,32.48632470703125,0.5790232465514287,31.91866613769531,33.25386694335938,2896.25,31.847291878588344,2853.0,2928.0,5.3216723261488035,0.025856807580990803,5.295932466289033,5.353703028915437
DESHPDHK0000lce9,V3,8,233939.57038718092,2466.232490607119,231712.00800516424,236773.36772645265,83.17039562988282,0.15973136371851504,82.9324453125,83.27210107421875,137.25,9.742518497116988,129.0,148.0,8.11906709421744,0.03143003689647238,8.074466624769935,8.148244951185255
