region,assigned_zone,iou,coverage,fragmentation,purity,gt_area,pred_area,area_error_percent,centroid_distance,similarity_score,building_id
S1,1.0,0.6480036261638737,1.0,3,0.8140480714095901,16.638150066324354,15.545487803589168,6.567210046667002,0.5952604091766425,0.7927022777358533,176
A0,1.0,0.9243522198368288,0.9966552975332916,1,0.9968183034163136,101.77631674032268,94.65671946426892,6.995337917581625,0.320733709681496,0.9366694223824228,179
A1,2.0,0.8996568947918384,0.996576370891595,1,0.9046879407868704,85.02092868466815,93.40084053549204,9.856293009811658,0.4326025297863333,0.9143726516267318,179
S0,0.0,0.6324448391442024,0.9999999999999998,2,0.8087473674205583,16.31023766104416,14.997770003557354,8.04689474649128,0.6642694519529044,0.7794984464070503,179
A0,,0.0,0.9996752064274054,2,0.0,66.75211686995094,0.0,100.0,,0.0,322
A1,6.0,0.6676900448468257,0.9917013520810934,1,0.6714415847508188,65.80452546652575,97.19153290516944,47.697338771343375,1.6628447116378595,0.6730305577041079,322
A2,5.0,0.5771300085586213,0.9970423915905792,2,0.6158823760552213,67.13371254145908,98.28822266247418,46.40665463238807,2.0480829551878377,0.6213462938186445,322
A3,4.0,0.7185525311355209,0.9997018053453782,1,0.7450406833553318,66.56512150388886,85.13210145694138,27.89295585071201,1.0206239191228723,0.7640282779629086,322
A4,3.0,0.635334731184181,0.9949587414285682,2,0.7771702353679414,66.53329614476556,66.50565948517557,0.0415380887335785,2.2649656379824274,0.7609393794206959,322
A5,2.0,0.7884708538226924,0.9962064245538412,2,0.9723737365480736,66.31798012137568,55.0076548088742,17.05468907798645,1.1695928852764346,0.8223588820844692,322
S0,1.0,0.8908514140272796,1.0,2,0.9889686884393628,13.049970475919718,11.873243545734416,9.017084999208553,0.2105416562473841,0.917619453109434,322
S1,0.0,0.7489412920293133,1.0000000000000002,2,0.8254191298282861,12.918859141991067,13.928182637468876,7.8127912409628495,0.4263789469344847,0.8442791942388874,322
A0,2.0,0.9120729421065829,0.9972133446208724,1,0.9171964171832204,66.40651251910178,71.960899973785,8.364220983725817,0.3513437572571685,0.9263423246625476,329
A1,1.0,0.8782022420599245,0.995911747997919,2,0.9977459542661626,82.57968885171651,72.8299976077458,11.806403462572574,0.5113429918980957,0.8968015375760784,329
S0,0.0,0.7253269751966662,1.0,1,0.7262933060281732,11.053879581435956,15.191713921104236,37.43332202222846,0.3644606192060191,0.7599686670626116,329
A0,2.0,0.6733181435690333,0.9962129106226452,1,0.6814955875066809,69.0430033624806,99.53714550844605,44.1668824658004,1.5440924958696054,0.6876395532232755,405
A1,1.0,0.8018089886235485,0.996478725787173,1,0.8164374706189196,82.82064014887865,99.22420535463765,19.806131872769733,0.942122069998,0.8278361128798999,405
A2,,0.0,0.9990746746130666,2,0.0,49.76839343178947,0.0,100.0,,0.0,405
S0,0.0,0.7711371960361806,1.0,1,0.7711371960361807,10.49054049201277,13.603987132168587,29.678610387389654,0.0928118660914937,0.8090517753973288,405
A0,2.0,0.8617113380411021,0.9925734664858442,2,0.990633828248357,96.51107855553563,84.64057754185478,12.29962527757908,0.680625216923565,0.8830909754035143,467
